cldf_id	cldf_glottocode	cldf_parameterReference	cldf_codeReference
clics1-Galicianstd	gali1258	GreenAndBlue	GreenAndBlue-None
clics1-AlbanianToskstd	tosk1239	GreenAndBlue	GreenAndBlue-False
clics1-AkhvakhSouthernSouthern	akhv1239	GreenAndBlue	GreenAndBlue-False
clics1-AvarZakatalyZakataly	avar1256	GreenAndBlue	GreenAndBlue-False
clics1-AzerbaijaniSouthstd	sout2697	GreenAndBlue	GreenAndBlue-False
clics1-KhvarshiKhvarshiKhvarshi	khva1239	GreenAndBlue	GreenAndBlue-False
clics1-ArchiVar1Var1	arch1244	GreenAndBlue	GreenAndBlue-False
clics1-Lithuanianstd	lith1251	GreenAndBlue	GreenAndBlue-False
clics1-Udistd	udii1243	GreenAndBlue	GreenAndBlue-False
clics1-Rotumanstd	rotu1241	GreenAndBlue	GreenAndBlue-True
clics1-Manangbastd	mana1288	GreenAndBlue	GreenAndBlue-False
clics1-DargwaStandardStandard	darg1241	GreenAndBlue	GreenAndBlue-False
clics1-Bretonstd	bret1244	GreenAndBlue	GreenAndBlue-True
clics1-Archistd	arch1244	GreenAndBlue	GreenAndBlue-False
clics1-Hawaiianstd	hawa1245	GreenAndBlue	GreenAndBlue-False
clics1-Gawwadastd	gaww1239	GreenAndBlue	GreenAndBlue-False
clics1-CheqWongstd	chew1245	GreenAndBlue	GreenAndBlue-False
clics1-JudeoTatstd	jude1256	GreenAndBlue	GreenAndBlue-False
clics1-SaamiNorthstd	nort2671	GreenAndBlue	GreenAndBlue-False
clics1-Karokstd	karo1304	GreenAndBlue	GreenAndBlue-True
clics1-TzotzilZinacantanstd	tzot1264	GreenAndBlue	GreenAndBlue-True
clics1-Hungarianstd	hung1274	GreenAndBlue	GreenAndBlue-False
clics1-Kathustd	kath1251	GreenAndBlue	GreenAndBlue-False
clics1-ArabicStandardstd	stan1318	GreenAndBlue	GreenAndBlue-False
clics1-Iraqwstd	iraq1241	GreenAndBlue	GreenAndBlue-False
clics1-GuaraniParaguayanstd	para1311	GreenAndBlue	GreenAndBlue-True
clics1-Bulgarianstd	bulg1262	GreenAndBlue	GreenAndBlue-False
clics1-Spanishstd	stan1288	GreenAndBlue	GreenAndBlue-False
clics1-QuichuaImbaburaHighlandstd	imba1240	GreenAndBlue	GreenAndBlue-False
clics1-Indonesianstd	indo1316	GreenAndBlue	GreenAndBlue-False
clics1-Bengalistd	beng1280	GreenAndBlue	GreenAndBlue-False
clics1-GaelicIrishstd	iris1253	GreenAndBlue	GreenAndBlue-False
clics1-Romanianstd	roma1327	GreenAndBlue	GreenAndBlue-False
clics1-Czechstd	czec1258	GreenAndBlue	GreenAndBlue-False
clics1-AvarAndalalAndalal	avar1256	GreenAndBlue	GreenAndBlue-False
clics1-Sionastd	sion1247	GreenAndBlue	GreenAndBlue-None
clics1-Qawasqarstd	qawa1238	GreenAndBlue	GreenAndBlue-True
clics1-MarquesanNorthstd	nort2845	GreenAndBlue	GreenAndBlue-None
clics1-Gurinjistd	guri1247	GreenAndBlue	GreenAndBlue-True
clics1-Tsimanestd	mose1249	GreenAndBlue	GreenAndBlue-False
clics1-Tonganstd	tong1325	GreenAndBlue	GreenAndBlue-False
clics1-Coloradostd	colo1256	GreenAndBlue	GreenAndBlue-True
clics1-EmberaNorthernstd	nort2972	GreenAndBlue	GreenAndBlue-True
clics1-Yanomamistd	yano1262	GreenAndBlue	GreenAndBlue-False
clics1-Itonamastd	iton1250	GreenAndBlue	GreenAndBlue-False
clics1-Mapudungunstd	mapu1245	GreenAndBlue	GreenAndBlue-False
clics1-Yaviterostd	yavi1244	GreenAndBlue	GreenAndBlue-True
clics1-HaidaNorthernNorthernNorthern	nort2938	GreenAndBlue	GreenAndBlue-None
clics1-CashiboCacataibostd	cash1251	GreenAndBlue	GreenAndBlue-None
clics1-Onastd	onaa1245	GreenAndBlue	GreenAndBlue-None
clics1-Yaguastd	yagu1244	GreenAndBlue	GreenAndBlue-True
clics1-Trumaistd	trum1247	GreenAndBlue	GreenAndBlue-False
clics1-Puinavestd	puin1248	GreenAndBlue	GreenAndBlue-True
clics1-Ignacianostd	igna1246	GreenAndBlue	GreenAndBlue-False
clics1-GuaraniEasternBolivianstd	east2555	GreenAndBlue	GreenAndBlue-True
clics1-Cayubabastd	cayu1262	GreenAndBlue	GreenAndBlue-False
clics1-KatukinaPanoanstd	pano1254	GreenAndBlue	GreenAndBlue-True
clics1-Chacobostd	chac1251	GreenAndBlue	GreenAndBlue-True
clics1-Ayoreostd	ayor1240	GreenAndBlue	GreenAndBlue-False
clics1-Tlingitstd	tlin1245	GreenAndBlue	GreenAndBlue-False
clics1-Puelchestd	puel1244	GreenAndBlue	GreenAndBlue-False
clics1-AymaraCentralstd	cent2142	GreenAndBlue	GreenAndBlue-False
clics1-Tuamotuanstd	tuam1242	GreenAndBlue	GreenAndBlue-None
clics1-Nenetsstd	nene1249	GreenAndBlue	GreenAndBlue-False
clics1-Kunzastd	kunz1244	GreenAndBlue	GreenAndBlue-False
clics1-Oroqenstd	oroq1238	GreenAndBlue	GreenAndBlue-False
clics1-Araonastd	arao1248	GreenAndBlue	GreenAndBlue-False
clics1-EseHuarayoHuarayo	esee1247	GreenAndBlue	GreenAndBlue-True
clics1-Waurastd	waur1244	GreenAndBlue	GreenAndBlue-False
clics1-Achestd	ache1246	GreenAndBlue	GreenAndBlue-True
clics1-ChatinoZacatepecstd	zaca1242	GreenAndBlue	GreenAndBlue-False
clics1-Tuyucastd	tuyu1244	GreenAndBlue	GreenAndBlue-True
clics1-Epenastd	epen1239	GreenAndBlue	GreenAndBlue-False
clics1-Nivaclestd	niva1238	GreenAndBlue	GreenAndBlue-False
clics1-Wapishanastd	wapi1253	GreenAndBlue	GreenAndBlue-True
clics1-Makastd	maca1260	GreenAndBlue	GreenAndBlue-False
clics1-Kaingangstd	kain1272	GreenAndBlue	GreenAndBlue-True
clics1-Mocovistd	moco1246	GreenAndBlue	GreenAndBlue-False
clics1-Pumestd	pume1238	GreenAndBlue	GreenAndBlue-False
clics1-Yuwanastd	yuwa1244	GreenAndBlue	GreenAndBlue-True
clics1-EnapaWoromaipustd	enap1235	GreenAndBlue	GreenAndBlue-True
clics1-Cavinenastd	cavi1250	GreenAndBlue	GreenAndBlue-True
clics1-Wayuustd	wayu1243	GreenAndBlue	GreenAndBlue-True
clics1-Ninamstd	nina1238	GreenAndBlue	GreenAndBlue-True
clics1-Esestd	esee1247	GreenAndBlue	GreenAndBlue-True
clics1-Trinitariostd	trin1274	GreenAndBlue	GreenAndBlue-False
clics1-Yaminahuastd	yami1256	GreenAndBlue	GreenAndBlue-True
clics1-Tacanastd	taca1256	GreenAndBlue	GreenAndBlue-True
clics1-Waiwaistd	waiw1244	GreenAndBlue	GreenAndBlue-False
clics1-Tobastd	toba1269	GreenAndBlue	GreenAndBlue-False
clics1-NahuatlHighlandPueblastd	high1278	GreenAndBlue	GreenAndBlue-True
clics1-Chipayastd	chip1262	GreenAndBlue	GreenAndBlue-False
clics1-Lenguastd	leng1262	GreenAndBlue	GreenAndBlue-True
clics1-Yamanastd	yama1264	GreenAndBlue	GreenAndBlue-True
clics1-Waoranistd	waor1240	GreenAndBlue	GreenAndBlue-True
clics1-ShipiboConibostd	ship1254	GreenAndBlue	GreenAndBlue-False
clics1-Movimastd	movi1243	GreenAndBlue	GreenAndBlue-False
clics1-Macushistd	macu1259	GreenAndBlue	GreenAndBlue-True
clics1-Tehuelchestd	tehu1242	GreenAndBlue	GreenAndBlue-False
clics1-RomaniVlaxstd	vlax1238	GreenAndBlue	GreenAndBlue-None
clics1-SanapanaStandardStandard	sana1281	GreenAndBlue	GreenAndBlue-True
clics1-Polcistd	polc1243	GreenAndBlue	GreenAndBlue-None
clics1-Aguarunastd	agua1253	GreenAndBlue	GreenAndBlue-False
clics1-Sirionostd	siri1273	GreenAndBlue	GreenAndBlue-True
clics1-Wayampistd	waya1270	GreenAndBlue	GreenAndBlue-None
clics1-Nootkastd	noot1239	GreenAndBlue	GreenAndBlue-False
clics1-Seristd	seri1257	GreenAndBlue	GreenAndBlue-True
clics1-Pilagastd	pila1245	GreenAndBlue	GreenAndBlue-False
clics1-SanapanaEnlhetEnlhet	sana1281	GreenAndBlue	GreenAndBlue-False
clics1-Tsimshianstd	nucl1649	GreenAndBlue	GreenAndBlue-False
diacl-100	aika1237	GreenAndBlue	GreenAndBlue-None
diacl-22200	indo1316	GreenAndBlue	GreenAndBlue-None
diacl-33900	kuik1246	GreenAndBlue	GreenAndBlue-None
diacl-56000	xokl1240	GreenAndBlue	GreenAndBlue-None
diacl-56500	nucl1302	GreenAndBlue	GreenAndBlue-None
diacl-56700	svan1243	GreenAndBlue	GreenAndBlue-None
diacl-57000	ming1252	GreenAndBlue	GreenAndBlue-None
diacl-57800	bats1242	GreenAndBlue	GreenAndBlue-None
diacl-58200	lezg1247	GreenAndBlue	GreenAndBlue-None
diacl-58800	abkh1244	GreenAndBlue	GreenAndBlue-None
diacl-59500	cash1254	GreenAndBlue	GreenAndBlue-None
diacl-59900	kari1311	GreenAndBlue	GreenAndBlue-None
diacl-60300	cint1239	GreenAndBlue	GreenAndBlue-None
diacl-60800	suru1262	GreenAndBlue	GreenAndBlue-None
diacl-65500	kama1373	GreenAndBlue	GreenAndBlue-None
diacl-65700	amun1246	GreenAndBlue	GreenAndBlue-None
halenepal-Nepali	nepa1254	GreenAndBlue	GreenAndBlue-False
halenepal-Gurung	guru1261	GreenAndBlue	GreenAndBlue-False
halenepal-SahuTamang	west2415	GreenAndBlue	GreenAndBlue-False
halenepal-Thakali	thak1245	GreenAndBlue	GreenAndBlue-True
halenepal-Kaike	kaik1246	GreenAndBlue	GreenAndBlue-True
halenepal-JirelTibetan	jire1238	GreenAndBlue	GreenAndBlue-False
halenepal-SherpaTibetan	sher1255	GreenAndBlue	GreenAndBlue-False
halenepal-Sunwar	sunw1242	GreenAndBlue	GreenAndBlue-False
halenepal-Khaling	khal1275	GreenAndBlue	GreenAndBlue-True
halenepal-Newar	newa1246	GreenAndBlue	GreenAndBlue-False
halenepal-Chepang	chep1245	GreenAndBlue	GreenAndBlue-False
hantganbangime-Bangime	bang1363	GreenAndBlue	GreenAndBlue-None
hantganbangime-Bankan_Tey	bank1259	GreenAndBlue	GreenAndBlue-None
hantganbangime-Ben_Tey	bent1238	GreenAndBlue	GreenAndBlue-None
hantganbangime-Bunoge	buno1241	GreenAndBlue	GreenAndBlue-None
hantganbangime-Jamsay	jams1239	GreenAndBlue	GreenAndBlue-None
hantganbangime-Mombo	momb1254	GreenAndBlue	GreenAndBlue-None
hantganbangime-Najamba	bond1248	GreenAndBlue	GreenAndBlue-None
hantganbangime-Nanga	nang1261	GreenAndBlue	GreenAndBlue-None
hantganbangime-Perge_Tegu	perg1234	GreenAndBlue	GreenAndBlue-None
hantganbangime-Tebul_Ure	tebu1239	GreenAndBlue	GreenAndBlue-None
hantganbangime-Tiranige_Diga	tira1258	GreenAndBlue	GreenAndBlue-None
hantganbangime-Togo_Kan	togo1254	GreenAndBlue	GreenAndBlue-None
hantganbangime-Tommo_So	tomm1242	GreenAndBlue	GreenAndBlue-None
hantganbangime-Toro_Tegu	toro1253	GreenAndBlue	GreenAndBlue-None
hantganbangime-Yanda_Dom	yand1257	GreenAndBlue	GreenAndBlue-None
hantganbangime-Yorno_So	yorn1234	GreenAndBlue	GreenAndBlue-None
hantganbangime-Fulfulde	maas1239	GreenAndBlue	GreenAndBlue-None
hantganbangime-Penange	pena1270	GreenAndBlue	GreenAndBlue-None
hantganbangime-Songhai_Senni	humb1243	GreenAndBlue	GreenAndBlue-None
hsiuhmongmien-NaMeoTuyenQuang		GreenAndBlue	GreenAndBlue-None
hubercolumbian-Achagua	acha1250	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Awa	awac1239	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Barasana	bara1380	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Bara	waim1255	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Bari	bari1297	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Bora	bora1263	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Carapana	cara1272	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Carijona	cari1279	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Catio	embe1260	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Chapalaachi	chac1249	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Chimila	chim1309	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Cubeo	cube1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Cuiba	cuib1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Curripaco	curr1243	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Desano	desa1247	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Dimina	mala1522	GreenAndBlue	GreenAndBlue-None
hubercolumbian-EmberaDarien	nort2972	GreenAndBlue	GreenAndBlue-None
hubercolumbian-EmberaTado	embe1261	GreenAndBlue	GreenAndBlue-None
hubercolumbian-EmberaChami	embe1262	GreenAndBlue	GreenAndBlue-None
hubercolumbian-EpenaSaija	epen1239	GreenAndBlue	GreenAndBlue-None
hubercolumbian-EpenaBasurudo	epen1239	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Guahibo	guah1255	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Guambiano	guam1248	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Guayabero	guay1257	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Ika	arhu1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Inga	inga1252	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Jitnu	maca1259	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Jupda	hupd1244	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Kakua	cacu1241	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Kamsa	cams1241	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Kogui	cogu1240	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Koreguaje	kore1283	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Macuna	macu1260	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Mirana	bora1263	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Muinane	muin1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Nukak	nuka1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Ocaina	ocai1244	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Orejon	orej1242	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Piapoco	piap1246	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Piratapuyo	pira1254	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Playero	play1240	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Puinave	puin1248	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Paez	paez1247	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Resigaro	resi1247	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Secoya	seco1241	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Siona	sion1247	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Siriano	siri1274	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Saliba	sali1298	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Tanimuca	tani1257	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Tatuyo	tatu1247	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Totoro	toto1306	GreenAndBlue	GreenAndBlue-None
hubercolumbian-TsafiquiPila	colo1256	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Tucano	tuca1252	GreenAndBlue	GreenAndBlue-None
hubercolumbian-TuneboCentral	cent2150	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Tuyuca	tuyu1244	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Waimaja	waim1255	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Wanano	guan1269	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Wayuu	wayu1243	GreenAndBlue	GreenAndBlue-None
hubercolumbian-WitotoMinica	mini1256	GreenAndBlue	GreenAndBlue-None
hubercolumbian-WitotoMurui	muru1274	GreenAndBlue	GreenAndBlue-None
hubercolumbian-WitotoNipode	nupo1240	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Wounaan	woun1238	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Yucuna	yucu1253	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Yukpa	yukp1241	GreenAndBlue	GreenAndBlue-None
hubercolumbian-Yuruti	yuru1263	GreenAndBlue	GreenAndBlue-None
huntergatherer-1	cupe1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-2	cahu1264	GreenAndBlue	GreenAndBlue-None
huntergatherer-3	luis1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-4	serr1255	GreenAndBlue	GreenAndBlue-None
huntergatherer-5	kawa1283	GreenAndBlue	GreenAndBlue-None
huntergatherer-6	mono1275	GreenAndBlue	GreenAndBlue-None
huntergatherer-7	chem1251	GreenAndBlue	GreenAndBlue-None
huntergatherer-9	utee1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-10	coma1245	GreenAndBlue	GreenAndBlue-None
huntergatherer-11	nort2954	GreenAndBlue	GreenAndBlue-None
huntergatherer-13	pana1305	GreenAndBlue	GreenAndBlue-None
huntergatherer-18	serr1255	GreenAndBlue	GreenAndBlue-None
huntergatherer-19	nort2952	GreenAndBlue	GreenAndBlue-None
huntergatherer-21	nise1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-22	nort2968	GreenAndBlue	GreenAndBlue-None
huntergatherer-23	plai1259	GreenAndBlue	GreenAndBlue-None
huntergatherer-25	sout2985	GreenAndBlue	GreenAndBlue-None
huntergatherer-26	tuba1278	GreenAndBlue	GreenAndBlue-None
huntergatherer-27	wash1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-28	wint1259	GreenAndBlue	GreenAndBlue-None
huntergatherer-30	yuki1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-31	hava1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-32	kumi1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-33	coco1261	GreenAndBlue	GreenAndBlue-None
huntergatherer-34	kili1268	GreenAndBlue	GreenAndBlue-None
huntergatherer-35	moha1256	GreenAndBlue	GreenAndBlue-None
huntergatherer-36	wapp1239	GreenAndBlue	GreenAndBlue-None
huntergatherer-37	seri1257	GreenAndBlue	GreenAndBlue-None
huntergatherer-38	lake1258	GreenAndBlue	GreenAndBlue-None
huntergatherer-39	barb1263	GreenAndBlue	GreenAndBlue-None
huntergatherer-40	vent1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-46	shos1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-47	sali1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-48	acha1250	GreenAndBlue	GreenAndBlue-None
huntergatherer-52	bani1255	GreenAndBlue	GreenAndBlue-None
huntergatherer-57	pare1272	GreenAndBlue	GreenAndBlue-None
huntergatherer-58	piap1246	GreenAndBlue	GreenAndBlue-None
huntergatherer-60	tari1256	GreenAndBlue	GreenAndBlue-None
huntergatherer-61	wapi1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-62	guar1293	GreenAndBlue	GreenAndBlue-None
huntergatherer-64	yavi1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-65	yucu1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-68	bora1263	GreenAndBlue	GreenAndBlue-None
huntergatherer-69	muin1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-70	akaw1239	GreenAndBlue	GreenAndBlue-None
huntergatherer-72	cari1279	GreenAndBlue	GreenAndBlue-None
huntergatherer-73	enap1235	GreenAndBlue	GreenAndBlue-None
huntergatherer-75	macu1259	GreenAndBlue	GreenAndBlue-None
huntergatherer-77	pemo1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-78	waiw1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-81	yukp1241	GreenAndBlue	GreenAndBlue-None
huntergatherer-90	nort2972	GreenAndBlue	GreenAndBlue-None
huntergatherer-91	kain1272	GreenAndBlue	GreenAndBlue-None
huntergatherer-98	cent2142	GreenAndBlue	GreenAndBlue-None
huntergatherer-100	cand1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-101	cofa1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-103	waor1240	GreenAndBlue	GreenAndBlue-None
huntergatherer-106	paez1247	GreenAndBlue	GreenAndBlue-None
huntergatherer-107	puin1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-108	pume1238	GreenAndBlue	GreenAndBlue-None
huntergatherer-110	ticu1245	GreenAndBlue	GreenAndBlue-None
huntergatherer-112	urar1246	GreenAndBlue	GreenAndBlue-None
huntergatherer-114	agua1253	GreenAndBlue	GreenAndBlue-None
huntergatherer-115	achu1248	GreenAndBlue	GreenAndBlue-None
huntergatherer-116	huam1247	GreenAndBlue	GreenAndBlue-None
huntergatherer-119	daww1239	GreenAndBlue	GreenAndBlue-None
huntergatherer-120	hupd1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-124	mats1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-125	yagu1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-127	napo1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-128	ayac1239	GreenAndBlue	GreenAndBlue-None
huntergatherer-129	sout2990	GreenAndBlue	GreenAndBlue-None
huntergatherer-130	piar1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-133	cara1272	GreenAndBlue	GreenAndBlue-None
huntergatherer-134	cube1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-135	desa1247	GreenAndBlue	GreenAndBlue-None
huntergatherer-136	macu1260	GreenAndBlue	GreenAndBlue-None
huntergatherer-139	tani1257	GreenAndBlue	GreenAndBlue-None
huntergatherer-141	tuca1252	GreenAndBlue	GreenAndBlue-None
huntergatherer-142	tuyu1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-144	guan1269	GreenAndBlue	GreenAndBlue-None
huntergatherer-146	kore1283	GreenAndBlue	GreenAndBlue-None
huntergatherer-147	orej1242	GreenAndBlue	GreenAndBlue-None
huntergatherer-148	seco1241	GreenAndBlue	GreenAndBlue-None
huntergatherer-149	sion1247	GreenAndBlue	GreenAndBlue-None
huntergatherer-152	nhen1239	GreenAndBlue	GreenAndBlue-None
huntergatherer-156	muru1274	GreenAndBlue	GreenAndBlue-None
huntergatherer-158	ocai1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-159	nina1238	GreenAndBlue	GreenAndBlue-None
huntergatherer-162	yano1262	GreenAndBlue	GreenAndBlue-None
huntergatherer-163	iqui1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-164	bard1255	GreenAndBlue	GreenAndBlue-None
huntergatherer-167	yawu1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-190	kara1476	GreenAndBlue	GreenAndBlue-None
huntergatherer-195	guri1247	GreenAndBlue	GreenAndBlue-None
huntergatherer-349	waur1244	GreenAndBlue	GreenAndBlue-None
huntergatherer-351	apal1257	GreenAndBlue	GreenAndBlue-None
huntergatherer-352	waya1269	GreenAndBlue	GreenAndBlue-None
huntergatherer-363	sali1298	GreenAndBlue	GreenAndBlue-None
huntergatherer-364	waya1270	GreenAndBlue	GreenAndBlue-None
huntergatherer-368	siri1273	GreenAndBlue	GreenAndBlue-None
huntergatherer-371	wari1268	GreenAndBlue	GreenAndBlue-None
huntergatherer-375	cavi1250	GreenAndBlue	GreenAndBlue-None
huntergatherer-379	kwaz1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-381	movi1243	GreenAndBlue	GreenAndBlue-None
huntergatherer-387	djeo1235	GreenAndBlue	GreenAndBlue-None
huntergatherer-405	araw1276	GreenAndBlue	GreenAndBlue-None
ids-32	andi1255	GreenAndBlue	GreenAndBlue-True
ids-33	akhv1239	GreenAndBlue	GreenAndBlue-False
ids-34	akhv1239	GreenAndBlue	GreenAndBlue-False
ids-35	bagv1239	GreenAndBlue	GreenAndBlue-False
ids-37	botl1242	GreenAndBlue	GreenAndBlue-False
ids-38	ghod1238	GreenAndBlue	GreenAndBlue-False
ids-39	kara1474	GreenAndBlue	GreenAndBlue-False
ids-40	toki1238	GreenAndBlue	GreenAndBlue-False
ids-42	hinu1240	GreenAndBlue	GreenAndBlue-False
ids-50	tind1238	GreenAndBlue	GreenAndBlue-False
ids-51	cham1309	GreenAndBlue	GreenAndBlue-False
ids-52	hunz1247	GreenAndBlue	GreenAndBlue-False
ids-56	lakk1252	GreenAndBlue	GreenAndBlue-False
ids-57	darg1241	GreenAndBlue	GreenAndBlue-False
ids-59	kuba1248	GreenAndBlue	GreenAndBlue-False
ids-60	kajt1238	GreenAndBlue	GreenAndBlue-False
ids-61	aghu1253	GreenAndBlue	GreenAndBlue-False
ids-62	arch1244	GreenAndBlue	GreenAndBlue-False
ids-63	budu1248	GreenAndBlue	GreenAndBlue-False
ids-64	lezg1247	GreenAndBlue	GreenAndBlue-False
ids-65	lezg1247	GreenAndBlue	GreenAndBlue-False
ids-66	rutu1240	GreenAndBlue	GreenAndBlue-False
ids-67	taba1259	GreenAndBlue	GreenAndBlue-False
ids-69	khin1240	GreenAndBlue	GreenAndBlue-False
ids-70	tsak1249	GreenAndBlue	GreenAndBlue-False
ids-71	nort2697	GreenAndBlue	GreenAndBlue-False
ids-72	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-73	noga1249	GreenAndBlue	GreenAndBlue-False
ids-74	jude1256	GreenAndBlue	GreenAndBlue-False
ids-75	chec1245	GreenAndBlue	GreenAndBlue-False
ids-80	udii1243	GreenAndBlue	GreenAndBlue-False
ids-81	avar1256	GreenAndBlue	GreenAndBlue-False
ids-107	avar1256	GreenAndBlue	GreenAndBlue-False
ids-126	erzy1239	GreenAndBlue	GreenAndBlue-False
ids-127	esto1258	GreenAndBlue	GreenAndBlue-False
ids-128	finn1318	GreenAndBlue	GreenAndBlue-False
ids-131	hung1274	GreenAndBlue	GreenAndBlue-False
ids-135	khan1273	GreenAndBlue	GreenAndBlue-False
ids-139	komi1268	GreenAndBlue	GreenAndBlue-False
ids-143	nort2671	GreenAndBlue	GreenAndBlue-False
ids-146	mans1258	GreenAndBlue	GreenAndBlue-False
ids-147	east2328	GreenAndBlue	GreenAndBlue-False
ids-148	nene1249	GreenAndBlue	GreenAndBlue-False
ids-151	selk1253	GreenAndBlue	GreenAndBlue-False
ids-159	udmu1245	GreenAndBlue	GreenAndBlue-False
ids-160	bezh1248	GreenAndBlue	GreenAndBlue-True
ids-162	dido1241	GreenAndBlue	GreenAndBlue-True
ids-164	darg1241	GreenAndBlue	GreenAndBlue-False
ids-166	nort2697	GreenAndBlue	GreenAndBlue-False
ids-167	anci1242	GreenAndBlue	GreenAndBlue-False
ids-168	mode1248	GreenAndBlue	GreenAndBlue-False
ids-169	lati1261	GreenAndBlue	GreenAndBlue-False
ids-170	ital1282	GreenAndBlue	GreenAndBlue-False
ids-171	stan1290	GreenAndBlue	GreenAndBlue-False
ids-172	enap1235	GreenAndBlue	GreenAndBlue-True
ids-173	macu1259	GreenAndBlue	GreenAndBlue-True
ids-174	maqu1238	GreenAndBlue	GreenAndBlue-True
ids-175	waiw1244	GreenAndBlue	GreenAndBlue-False
ids-176	stan1288	GreenAndBlue	GreenAndBlue-False
ids-177	stan1289	GreenAndBlue	GreenAndBlue-False
ids-178	port1283	GreenAndBlue	GreenAndBlue-False
ids-179	roma1327	GreenAndBlue	GreenAndBlue-False
